Day,KOSPI지수,KOSDAQ지수
2006-01-27,1384.56 ,677.69 
2006-01-31,1399.83 ,690.24 
2006-02-01,1375.97 ,661.19 
2006-02-02,1374.44 ,664.44 
2006-02-03,1333.50 ,641.20 
2006-02-06,1341.64 ,644.93 
2006-02-07,1332.28 ,650.07 
2006-02-08,1310.99 ,643.49 
2006-02-09,1321.66 ,649.75 
2006-02-10,1335.23 ,655.61 
2006-02-13,1320.79 ,653.21 
2006-02-14,1328.21 ,653.35 
2006-02-15,1303.84 ,639.92 
2006-02-16,1314.32 ,645.05 
2006-02-17,1332.73 ,649.75 
2006-02-20,1348.25 ,656.66 
2006-02-21,1346.49 ,661.25 
2006-02-22,1340.58 ,660.85 
2006-02-23,1361.23 ,668.46 
2006-02-24,1365.82 ,672.94 
2006-02-27,1374.88 ,682.33 
2006-02-28,1371.59 ,682.36 
2006-03-02,1367.70 ,679.19 
2006-03-03,1328.95 ,665.05 
2006-03-06,1344.76 ,669.56 
2006-03-07,1316.67 ,658.48 
2006-03-08,1314.05 ,657.08 
2006-03-09,1311.21 ,665.57 
2006-03-10,1320.07 ,668.66 
2006-03-13,1338.28 ,672.32 
2006-03-14,1326.30 ,667.06 
2006-03-15,1333.98 ,663.63 
2006-03-16,1335.98 ,655.73 
2006-03-17,1341.12 ,652.89 
2006-03-20,1346.69 ,655.91 
2006-03-21,1336.65 ,657.99 
2006-03-22,1309.83 ,645.47 
2006-03-23,1312.26 ,645.25 
2006-03-24,1321.23 ,644.57 
2006-03-27,1330.34 ,644.87 
2006-03-28,1331.31 ,637.41 
2006-03-29,1332.72 ,640.05 
2006-03-30,1338.14 ,653.05 
2006-03-31,1359.60 ,665.21 
2006-04-03,1379.75 ,677.28 
2006-04-04,1385.64 ,680.35 
2006-04-05,1388.77 ,688.38 
2006-04-06,1397.00 ,693.77 
2006-04-07,1402.36 ,694.35 
2006-04-10,1398.29 ,695.40 
2006-04-11,1386.08 ,691.96 
2006-04-12,1383.59 ,690.60 
2006-04-13,1405.72 ,697.39 
2006-04-14,1432.72 ,704.57 
2006-04-17,1422.63 ,702.96 
2006-04-18,1427.00 ,702.84 
2006-04-19,1437.84 ,701.85 
2006-04-20,1434.15 ,694.12 
2006-04-21,1451.31 ,701.49 
2006-04-24,1430.94 ,695.70 
2006-04-25,1431.15 ,689.21 
2006-04-26,1451.22 ,693.22 
2006-04-27,1452.53 ,693.37 
2006-04-28,1419.73 ,685.44 
2006-05-02,1434.90 ,687.84 
2006-05-03,1435.17 ,689.89 
2006-05-04,1441.02 ,689.89 
2006-05-08,1452.23 ,691.89 
2006-05-09,1450.44 ,686.12 
2006-05-10,1451.09 ,683.37 
2006-05-11,1464.70 ,689.97 
2006-05-12,1445.20 ,686.01 
2006-05-15,1413.98 ,675.30 
2006-05-16,1382.11 ,662.14 
2006-05-17,1401.47 ,671.24 
2006-05-18,1365.15 ,650.90 
2006-05-19,1372.29 ,658.56 
2006-05-22,1338.59 ,643.70 
2006-05-23,1329.86 ,640.34 
2006-05-24,1333.38 ,636.98 
2006-05-25,1295.76 ,620.20 
2006-05-26,1322.43 ,633.91 
2006-05-29,1329.22 ,638.27 
2006-05-30,1317.70 ,630.50 
2006-06-01,1295.09 ,612.80 
2006-06-02,1309.04 ,612.84 
2006-06-05,1301.62 ,598.71 
2006-06-07,1266.84 ,562.91 
2006-06-08,1223.13 ,559.41 
2006-06-09,1235.65 ,578.71 
2006-06-12,1239.84 ,585.66 
2006-06-13,1203.86 ,568.64 
2006-06-14,1221.73 ,577.35 
2006-06-15,1219.40 ,575.68 
2006-06-16,1262.19 ,587.08 
2006-06-19,1251.67 ,578.11 
2006-06-20,1225.83 ,564.78 
2006-06-21,1227.19 ,566.31 
2006-06-22,1238.83 ,564.23 
2006-06-23,1228.62 ,559.37 
2006-06-26,1238.05 ,560.92 
2006-06-27,1247.54 ,566.22 
2006-06-28,1238.71 ,563.61 
2006-06-29,1263.02 ,576.92 
2006-06-30,1295.15 ,590.68 
2006-07-03,1294.61 ,589.22 
2006-07-04,1285.92 ,585.83 
2006-07-05,1279.85 ,575.98 
2006-07-06,1263.96 ,570.07 
2006-07-07,1273.93 ,573.04 
2006-07-10,1299.29 ,576.38 
2006-07-11,1300.44 ,574.98 
2006-07-12,1296.69 ,578.24 
2006-07-13,1285.02 ,571.11 
2006-07-14,1255.13 ,559.66 
2006-07-18,1233.42 ,543.97 
2006-07-19,1233.65 ,539.81 
2006-07-20,1273.30 ,553.91 
2006-07-21,1271.33 ,551.63 
2006-07-24,1263.35 ,548.68 
2006-07-25,1279.77 ,552.34 
2006-07-26,1279.08 ,554.08 
2006-07-27,1296.27 ,555.65 
2006-07-28,1297.07 ,556.69 
2006-07-31,1297.82 ,557.66 
2006-08-01,1287.36 ,550.21 
2006-08-02,1295.11 ,551.44 
2006-08-03,1292.05 ,546.15 
2006-08-04,1304.51 ,549.75 
2006-08-07,1289.54 ,544.84 
2006-08-08,1311.10 ,546.48 
2006-08-09,1314.93 ,552.32 
2006-08-10,1304.31 ,555.53 
2006-08-11,1292.10 ,553.17 
2006-08-14,1295.11 ,549.86 
2006-08-16,1315.61 ,548.07 
2006-08-17,1327.78 ,551.81 
2006-08-18,1331.10 ,551.91 
2006-08-21,1321.67 ,550.87 
2006-08-22,1334.96 ,554.09 
2006-08-23,1324.95 ,554.23 
2006-08-24,1315.73 ,551.76 
2006-08-25,1329.35 ,556.41 
2006-08-28,1327.89 ,556.28 
2006-08-29,1344.61 ,560.80 
2006-08-30,1341.35 ,565.10 
2006-08-31,1352.74 ,572.83 
2006-09-01,1356.67 ,577.73 
2006-09-04,1359.06 ,586.77 
2006-09-05,1361.24 ,592.83 
2006-09-06,1357.01 ,592.50 
2006-09-07,1351.17 ,591.64 
2006-09-08,1354.89 ,597.68 
2006-09-11,1334.08 ,591.96 
2006-09-12,1328.04 ,588.64 
2006-09-13,1333.13 ,592.45 
2006-09-14,1358.75 ,600.95 
2006-09-15,1361.10 ,606.22 
2006-09-18,1374.30 ,613.39 
2006-09-19,1373.95 ,614.80 
2006-09-20,1366.44 ,613.13 
2006-09-21,1366.79 ,611.97 
2006-09-22,1348.38 ,599.42 
2006-09-25,1355.21 ,597.29 
2006-09-26,1343.97 ,591.63 
2006-09-27,1360.03 ,595.46 
2006-09-28,1371.43 ,599.91 
2006-09-29,1371.41 ,600.42 
2006-10-02,1374.22 ,596.99 
2006-10-04,1352.00 ,587.32 
2006-10-09,1319.40 ,539.10 
2006-10-10,1328.37 ,554.70 
2006-10-11,1325.49 ,555.48 
2006-10-12,1331.78 ,568.25 
2006-10-13,1348.60 ,574.22 
2006-10-16,1356.72 ,582.04 
2006-10-17,1351.30 ,577.03 
2006-10-18,1354.26 ,578.25 
2006-10-19,1354.06 ,577.43 
2006-10-20,1364.24 ,582.65 
2006-10-23,1364.95 ,586.79 
2006-10-24,1366.50 ,585.28 
2006-10-25,1371.43 ,587.43 
2006-10-26,1373.65 ,587.27 
2006-10-27,1369.09 ,586.10 
2006-10-30,1356.11 ,580.10 
2006-10-31,1364.55 ,586.10 
2006-11-01,1374.35 ,594.70 
2006-11-02,1383.73 ,595.40 
2006-11-03,1383.88 ,598.79 
2006-11-06,1379.19 ,600.06 
2006-11-07,1387.44 ,600.69 
2006-11-08,1380.07 ,596.61 
2006-11-09,1399.44 ,602.80 
2006-11-10,1395.73 ,603.96 
2006-11-13,1396.69 ,604.90 
2006-11-14,1407.37 ,608.09 
2006-11-15,1412.54 ,606.54 
2006-11-16,1410.75 ,609.64 
2006-11-17,1412.22 ,610.93 
2006-11-20,1402.21 ,608.24 
2006-11-21,1405.90 ,607.43 
2006-11-22,1422.54 ,614.87 
2006-11-23,1419.23 ,618.08 
2006-11-24,1421.73 ,616.68 
2006-11-27,1425.13 ,615.78 
2006-11-28,1411.47 ,612.93 
2006-11-29,1422.55 ,617.19 
2006-11-30,1432.21 ,622.17 
2006-12-01,1434.36 ,619.76 
2006-12-04,1426.46 ,618.13 
2006-12-05,1420.59 ,619.87 
2006-12-06,1413.73 ,614.99 
2006-12-07,1410.30 ,614.43 
2006-12-08,1390.43 ,608.39 
2006-12-11,1390.73 ,610.03 
2006-12-12,1376.98 ,597.46 
2006-12-13,1383.28 ,598.35 
2006-12-14,1418.38 ,605.89 
2006-12-15,1421.87 ,612.29 
2006-12-18,1433.23 ,616.59 
2006-12-19,1427.76 ,613.43 
2006-12-20,1442.28 ,614.27 
2006-12-21,1436.47 ,608.69 
2006-12-22,1437.49 ,601.60 
2006-12-26,1433.92 ,590.12 
2006-12-27,1425.10 ,592.18 
2006-12-28,1434.46 ,606.15 
2006-12-29,,
2007-01-02,1435.26 ,608.72 
2007-01-03,1409.35 ,602.69 
2007-01-04,1397.29 ,603.94 
2007-01-05,1385.76 ,602.35 
2007-01-08,1370.81 ,597.83 
2007-01-09,1374.34 ,601.95 
2007-01-10,1355.79 ,596.78 
2007-01-11,1365.31 ,600.94 
2007-01-12,1388.37 ,608.01 
2007-01-15,1390.96 ,608.47 
2007-01-16,1389.71 ,605.50 
2007-01-17,1379.48 ,598.17 
2007-01-18,1383.21 ,597.05 
2007-01-19,1360.56 ,583.62 
2007-01-22,1363.41 ,577.12 
2007-01-23,1363.09 ,571.04 
2007-01-24,1383.06 ,580.27 
2007-01-25,1382.36 ,583.58 
2007-01-26,1371.33 ,583.15 
2007-01-29,1363.10 ,582.48 
2007-01-30,1370.72 ,581.04 
2007-01-31,1360.23 ,576.37 
2007-02-01,1382.90 ,582.46 
2007-02-02,1413.14 ,591.72 
2007-02-05,1417.95 ,594.61 
2007-02-06,1428.58 ,596.22 
2007-02-07,1426.29 ,600.56 
2007-02-08,1423.58 ,601.82 
2007-02-09,1427.68 ,601.89 
2007-02-12,1414.29 ,599.19 
2007-02-13,1418.44 ,596.71 
2007-02-14,1436.10 ,602.78 
2007-02-15,1443.63 ,604.17 
2007-02-16,1448.81 ,605.07 
2007-02-20,1452.96 ,607.48 
2007-02-21,1451.38 ,608.16 
2007-02-22,1465.41 ,610.41 
2007-02-23,1469.88 ,610.83 
2007-02-26,1470.03 ,613.01 
2007-02-27,1454.60 ,611.52 
2007-02-28,1417.34 ,600.93 
2007-03-02,1414.47 ,606.99 
2007-03-05,1376.15 ,594.03 
2007-03-06,1402.93 ,601.96 
2007-03-07,1410.95 ,606.19 
2007-03-08,1423.89 ,611.69 
2007-03-09,1423.58 ,613.41 
2007-03-12,1441.33 ,619.62 
2007-03-13,1436.05 ,620.41 
2007-03-14,1407.37 ,613.31 
2007-03-15,1426.93 ,624.70 
2007-03-16,1427.88 ,631.39 
2007-03-19,1443.39 ,643.89 
2007-03-20,1444.17 ,645.37 
2007-03-21,1442.85 ,643.82 
2007-03-22,1448.53 ,645.77 
2007-03-23,1447.38 ,640.89 
2007-03-26,1449.77 ,640.88 
2007-03-27,1453.23 ,641.20 
2007-03-28,1439.74 ,636.82 
2007-03-29,1450.95 ,645.37 
2007-03-30,1452.55 ,648.99 
2007-04-02,1459.53 ,651.78 
2007-04-03,1463.75 ,655.22 
2007-04-04,1483.41 ,660.81 
2007-04-05,1482.04 ,663.98 
2007-04-06,1484.15 ,666.00 
2007-04-09,1501.06 ,670.54 
2007-04-10,1499.16 ,674.41 
2007-04-11,1513.42 ,676.70 
2007-04-12,1525.61 ,681.19 
2007-04-13,1520.78 ,685.22 
2007-04-16,1532.04 ,697.09 
2007-04-17,1528.66 ,690.16 
2007-04-18,1534.58 ,689.95 
2007-04-19,1513.66 ,682.85 
2007-04-20,1533.08 ,691.56 
2007-04-23,1544.35 ,692.01 
2007-04-24,1556.71 ,691.60 
2007-04-25,1545.55 ,683.66 
2007-04-26,1553.13 ,681.93 
2007-04-27,1542.52 ,675.52 
2007-04-30,1542.24 ,675.88 
2007-05-02,1553.30 ,682.07 
2007-05-03,1559.86 ,686.53 
2007-05-04,1567.74 ,693.44 
2007-05-07,1584.46 ,702.76 
2007-05-08,1582.65 ,698.25 
2007-05-09,1593.42 ,701.50 
2007-05-10,1599.68 ,704.44 
2007-05-11,1603.56 ,707.97 
2007-05-14,1605.77 ,703.83 
2007-05-15,1589.37 ,697.53 
2007-05-16,1600.60 ,701.40 
2007-05-17,1615.58 ,710.67 
2007-05-18,1612.25 ,711.08 
2007-05-21,1628.20 ,709.23 
2007-05-22,1642.88 ,710.86 
2007-05-23,1646.59 ,716.83 
2007-05-25,1644.56 ,719.54 
2007-05-28,1657.91 ,729.16 
2007-05-29,1661.80 ,734.82 
2007-05-30,1662.72 ,735.60 
2007-05-31,1700.91 ,747.87 
2007-06-01,1716.24 ,742.61 
2007-06-04,1737.59 ,745.49 
2007-06-05,1742.19 ,750.08 
2007-06-07,1753.04 ,761.84 
2007-06-08,1727.28 ,760.63 
2007-06-11,1716.56 ,758.69 
2007-06-12,1729.88 ,763.05 
2007-06-13,1721.99 ,765.53 
2007-06-14,1769.18 ,783.02 
2007-06-15,1772.26 ,800.61 
2007-06-18,1806.88 ,818.11 
2007-06-19,1807.85 ,819.97 
2007-06-20,1783.79 ,797.27 
2007-06-21,1794.24 ,810.36 
2007-06-22,1770.98 ,809.58 
2007-06-25,1757.73 ,796.80 
2007-06-26,1749.55 ,780.31 
2007-06-27,1733.10 ,761.03 
2007-06-28,1751.75 ,778.50 
2007-06-29,1743.60 ,778.69 
2007-07-02,1771.35 ,784.61 
2007-07-03,1805.50 ,796.71 
2007-07-04,1838.41 ,804.02 
2007-07-05,1847.79 ,802.87 
2007-07-06,1861.01 ,811.06 
2007-07-09,1883.59 ,813.59 
2007-07-10,1894.53 ,814.85 
2007-07-11,1889.96 ,820.02 
2007-07-12,1909.75 ,828.22 
2007-07-13,1962.93 ,825.40 
2007-07-16,1949.51 ,819.91 
2007-07-18,1930.70 ,818.92 
2007-07-19,1937.90 ,819.32 
2007-07-20,1983.54 ,825.33 
2007-07-23,1993.05 ,818.79 
2007-07-24,1992.26 ,813.47 
2007-07-25,2004.22 ,819.60 
2007-07-26,1963.54 ,817.28 
2007-07-27,1883.22 ,792.06 
2007-07-30,1906.71 ,794.19 
2007-07-31,1933.27 ,811.52 
2007-08-01,1856.45 ,789.46 
2007-08-02,1853.07 ,786.52 
2007-08-03,1876.80 ,798.86 
2007-08-06,1855.05 ,795.85 
2007-08-07,1859.82 ,800.83 
2007-08-08,1903.41 ,807.96 
2007-08-09,1908.68 ,812.69 
2007-08-10,1828.49 ,788.41 
2007-08-13,1849.26 ,786.20 
2007-08-14,1817.89 ,766.92 
2007-08-16,1691.98 ,689.07 
2007-08-17,1638.07 ,673.48 
2007-08-20,1731.27 ,721.59 
2007-08-21,1736.18 ,727.88 
2007-08-22,1759.50 ,741.43 
2007-08-23,1799.72 ,756.27 
2007-08-24,1791.33 ,754.16 
2007-08-27,1803.03 ,760.63 
2007-08-28,1829.31 ,760.43 
2007-08-29,1826.19 ,758.64 
2007-08-30,1841.70 ,765.60 
2007-08-31,1873.24 ,775.13 
2007-09-03,1881.81 ,778.89 
2007-09-04,1874.74 ,775.76 
2007-09-05,1865.59 ,773.54 
2007-09-06,1888.81 ,776.90 
2007-09-07,1884.90 ,775.85 
2007-09-10,1835.87 ,760.72 
2007-09-11,1847.36 ,767.32 
2007-09-12,1813.52 ,757.83 
2007-09-13,1848.02 ,767.39 
2007-09-14,1870.02 ,783.27 
2007-09-17,1871.68 ,784.75 
2007-09-18,1838.61 ,775.45 
2007-09-19,1902.65 ,784.67 
2007-09-20,1908.97 ,781.96 
2007-09-21,1919.26 ,788.41 
2007-09-27,1945.28 ,792.13 
2007-09-28,1946.48 ,794.56 
2007-10-01,1962.67 ,803.12 
2007-10-02,2014.09 ,810.32 
2007-10-04,2003.60 ,814.72 
2007-10-05,1996.03 ,813.51 
2007-10-08,2012.82 ,816.47 
2007-10-09,2014.13 ,812.80 
2007-10-10,2041.12 ,818.26 
2007-10-11,2058.85 ,817.28 
2007-10-12,2026.44 ,806.69 
2007-10-15,2035.39 ,813.93 
2007-10-16,2005.76 ,792.73 
2007-10-17,1983.94 ,780.22 
2007-10-18,2005.09 ,792.20 
2007-10-19,1970.10 ,786.93 
2007-10-22,1903.81 ,768.90 
2007-10-23,1947.98 ,789.00 
2007-10-24,1933.36 ,781.79 
2007-10-25,1976.75 ,793.70 
2007-10-26,2028.06 ,799.06 
2007-10-29,2062.92 ,807.31 
2007-10-30,2052.37 ,804.99 
2007-10-31,2064.85 ,810.07 
2007-11-01,2063.14 ,809.50 
2007-11-02,2019.34 ,797.66 
2007-11-05,2015.76 ,794.65 
2007-11-06,2054.24 ,800.92 
2007-11-07,2043.19 ,794.08 
2007-11-08,1979.56 ,779.65 
2007-11-09,1990.47 ,779.04 
2007-11-12,1923.42 ,754.73 
2007-11-13,1932.89 ,756.59 
2007-11-14,1972.58 ,764.15 
2007-11-15,1947.74 ,751.27 
2007-11-16,1926.20 ,755.29 
2007-11-19,1893.47 ,750.79 
2007-11-20,1872.24 ,739.47 
2007-11-21,1806.99 ,727.33 
2007-11-22,1799.02 ,722.04 
2007-11-23,1772.88 ,700.68 
2007-11-26,1855.33 ,721.41 
2007-11-27,1859.79 ,725.55 
2007-11-28,1834.69 ,723.54 
2007-11-29,1877.56 ,734.92 
2007-11-30,1906.00 ,741.84 
2007-12-03,1902.43 ,736.93 
2007-12-04,1917.83 ,747.53 
2007-12-05,1938.20 ,749.95 
2007-12-06,1953.17 ,751.57 
2007-12-07,1934.32 ,747.65 
2007-12-10,1906.42 ,739.19 
2007-12-11,1925.07 ,734.33 
2007-12-12,1927.45 ,729.52 
2007-12-13,1915.90 ,733.68 
2007-12-14,1895.05 ,725.53 
2007-12-17,1839.82 ,702.49 
2007-12-18,1861.47 ,709.47 
2007-12-20,1844.37 ,700.69 
2007-12-21,1878.32 ,697.46 
2007-12-24,1919.47 ,698.73 
2007-12-26,1906.72 ,692.02 
2007-12-27,1908.62 ,699.65 
2007-12-28,1897.13 ,704.23 
2007-12-31,,
2008-01-02,1853.45 ,707.12 
2008-01-03,1852.73 ,714.00 
2008-01-04,1863.90 ,719.25 
2008-01-07,1831.14 ,711.77 
2008-01-08,1826.23 ,709.31 
2008-01-09,1844.47 ,712.71 
2008-01-10,1824.78 ,713.36 
2008-01-11,1782.27 ,699.24 
2008-01-14,1765.88 ,688.59 
2008-01-15,1746.95 ,673.25 
2008-01-16,1704.97 ,651.36 
2008-01-17,1723.55 ,651.91 
2008-01-18,1734.72 ,666.32 
2008-01-21,1683.56 ,651.87 
2008-01-22,1609.02 ,614.80 
2008-01-23,1628.42 ,619.98 
2008-01-24,1663.00 ,638.98 
2008-01-25,1692.41 ,653.78 
2008-01-28,1627.19 ,634.52 
2008-01-29,1637.91 ,632.67 
2008-01-30,1589.06 ,603.11 
2008-01-31,1624.68 ,608.84 
2008-02-01,1634.53 ,612.57 
2008-02-04,1690.13 ,638.38 
2008-02-05,1696.57 ,642.35 
2008-02-11,1640.67 ,629.94 
2008-02-12,1643.29 ,636.29 
2008-02-13,1631.78 ,635.89 
2008-02-14,1697.45 ,649.53 
2008-02-15,1694.77 ,651.57 
2008-02-18,1696.24 ,654.71 
2008-02-19,1720.52 ,660.75 
2008-02-20,1687.91 ,652.76 
2008-02-21,1704.36 ,654.41 
2008-02-22,1686.45 ,653.12 
2008-02-25,1709.13 ,653.83 
2008-02-26,1709.13 ,656.43 
2008-02-27,1720.89 ,655.05 
2008-02-28,1736.17 ,659.28 
2008-02-29,1711.62 ,655.94 
2008-03-03,1671.73 ,644.51 
2008-03-04,1676.18 ,645.39 
2008-03-05,1677.10 ,645.43 
2008-03-06,1697.44 ,652.55 
2008-03-07,1663.97 ,643.75 
2008-03-10,1625.17 ,622.60 
2008-03-11,1641.48 ,627.14 
2008-03-12,1658.83 ,631.29 
2008-03-13,1615.62 ,621.81 
2008-03-14,1600.26 ,617.71 
2008-03-17,1574.44 ,600.68 
2008-03-18,1588.75 ,600.10 
2008-03-19,1622.23 ,612.13 
2008-03-20,1623.39 ,609.32 
2008-03-21,1645.69 ,615.93 
2008-03-24,1655.30 ,619.60 
2008-03-25,1674.93 ,628.22 
2008-03-26,1679.67 ,628.38 
2008-03-27,1676.24 ,629.61 
2008-03-28,1701.83 ,636.67 
2008-03-31,1703.99 ,644.45 
2008-04-01,1702.25 ,643.46 
2008-04-02,1742.19 ,647.92 
2008-04-03,1763.63 ,649.26 
2008-04-04,1766.49 ,648.49 
2008-04-07,1773.56 ,654.10 
2008-04-08,1754.71 ,651.83 
2008-04-10,1764.64 ,652.68 
2008-04-11,1779.71 ,651.87 
2008-04-14,1746.71 ,641.03 
2008-04-15,1742.17 ,641.87 
2008-04-16,1758.56 ,641.71 
2008-04-17,1768.67 ,641.60 
2008-04-18,1771.90 ,643.75 
2008-04-21,1800.48 ,650.06 
2008-04-22,1787.49 ,650.58 
2008-04-23,1800.79 ,650.68 
2008-04-24,1799.34 ,648.79 
2008-04-25,1824.68 ,654.70 
2008-04-28,1823.17 ,647.60 
2008-04-29,1811.51 ,644.40 
2008-04-30,1825.47 ,647.02 
2008-05-02,1848.27 ,655.80 
2008-05-06,1859.06 ,652.91 
2008-05-07,1854.01 ,645.62 
2008-05-08,1848.00 ,649.29 
2008-05-09,1823.70 ,653.29 
2008-05-13,1842.80 ,655.44 
2008-05-14,1843.75 ,652.14 
2008-05-15,1885.71 ,653.54 
2008-05-16,1888.88 ,652.56 
2008-05-19,1885.37 ,652.65 
2008-05-20,1873.15 ,650.10 
2008-05-21,1847.51 ,645.48 
2008-05-22,1835.42 ,647.15 
2008-05-23,1827.94 ,649.00 
2008-05-26,1800.58 ,641.10 
2008-05-27,1825.23 ,644.38 
2008-05-28,1805.64 ,640.96 
2008-05-29,1841.22 ,646.80 
2008-05-30,1852.02 ,652.15 
2008-06-02,1847.53 ,651.11 
2008-06-03,1819.39 ,643.67 
2008-06-04,1833.81 ,645.85 
2008-06-05,1832.31 ,644.09 
2008-06-09,1808.96 ,637.00 
2008-06-10,1774.38 ,626.01 
2008-06-11,1781.67 ,628.67 
2008-06-12,1739.36 ,624.20 
2008-06-13,1747.35 ,622.15 
2008-06-16,1760.82 ,621.02 
2008-06-17,1750.71 ,612.41 
2008-06-18,1774.13 ,614.83 
2008-06-19,1740.72 ,610.99 
2008-06-20,1731.00 ,609.16 
2008-06-23,1715.59 ,605.71 
2008-06-24,1710.84 ,600.36 
2008-06-25,1717.79 ,601.72 
2008-06-26,1717.66 ,602.74 
2008-06-27,1684.45 ,594.63 
2008-06-30,1674.92 ,590.19 
2008-07-01,1666.46 ,580.77 
2008-07-02,1623.60 ,556.79 
2008-07-03,1606.54 ,546.49 
2008-07-04,1577.94 ,538.30 
2008-07-07,1579.72 ,534.17 
2008-07-08,1533.47 ,515.92 
2008-07-09,1519.38 ,522.29 
2008-07-10,1537.43 ,531.61 
2008-07-11,1567.51 ,542.96 
2008-07-14,1558.62 ,541.12 
2008-07-15,1509.33 ,523.02 
2008-07-16,1507.40 ,520.84 
2008-07-17,1525.56 ,527.81 
2008-07-18,1509.99 ,522.53 
2008-07-21,1562.92 ,531.25 
2008-07-22,1561.23 ,529.73 
2008-07-23,1591.76 ,536.23 
2008-07-24,1626.14 ,546.65 
2008-07-25,1597.93 ,543.26 
2008-07-28,1598.29 ,544.05 
2008-07-29,1567.20 ,535.36 
2008-07-30,1577.70 ,538.53 
2008-07-31,1594.67 ,539.44 
2008-08-01,1573.77 ,535.76 
2008-08-04,1543.05 ,526.49 
2008-08-05,1535.54 ,519.10 
2008-08-06,1578.71 ,525.75 
2008-08-07,1564.00 ,527.15 
2008-08-08,1568.72 ,525.54 
2008-08-11,1581.09 ,527.12 
2008-08-12,1577.12 ,526.46 
2008-08-13,1562.72 ,521.72 
2008-08-14,1572.19 ,522.81 
2008-08-18,1567.71 ,517.04 
2008-08-19,1541.41 ,507.81 
2008-08-20,1540.71 ,504.88 
2008-08-21,1512.59 ,495.15 
2008-08-22,1496.91 ,483.47 
2008-08-25,1502.11 ,484.37 
2008-08-26,1490.25 ,477.06 
2008-08-27,1493.92 ,474.66 
2008-08-28,1474.15 ,470.08 
2008-08-29,1474.24 ,470.28 
2008-09-01,1414.43 ,439.21 
2008-09-02,1407.14 ,418.14 
2008-09-03,1426.89 ,426.37 
2008-09-04,1426.43 ,438.44 
2008-09-05,1404.38 ,441.95 
2008-09-08,1476.65 ,459.42 
2008-09-09,1454.50 ,454.82 
2008-09-10,1464.98 ,451.00 
2008-09-11,1443.24 ,454.78 
2008-09-12,1477.92 ,466.91 
2008-09-16,1387.75 ,429.29 
2008-09-17,1425.26 ,444.93 
2008-09-18,1392.42 ,433.76 
2008-09-19,1455.78 ,446.46 
2008-09-22,1460.34 ,441.13 
2008-09-23,1481.37 ,445.72 
2008-09-24,1495.98 ,448.80 
2008-09-25,1501.63 ,451.03 
2008-09-26,1476.33 ,448.34 
2008-09-29,1456.36 ,446.05 
2008-09-30,1448.06 ,440.77 
2008-10-01,1439.67 ,440.95 
2008-10-02,1419.65 ,432.10 
2008-10-06,1358.75 ,406.39 
2008-10-07,1366.10 ,401.95 
2008-10-08,1286.69 ,371.47 
2008-10-09,1294.89 ,369.84 
2008-10-10,1241.47 ,350.28 
2008-10-13,1288.53 ,368.17 
2008-10-14,1367.69 ,396.32 
2008-10-15,1340.28 ,390.28 
2008-10-16,1213.78 ,354.43 
2008-10-17,1180.67 ,352.18 
2008-10-20,1207.63 ,353.09 
2008-10-21,1196.10 ,350.97 
2008-10-22,1134.59 ,335.53 
2008-10-23,1049.71 ,308.95 
2008-10-24,938.75 ,276.68 
2008-10-27,946.45 ,261.19 
2008-10-28,999.16 ,272.43 
2008-10-29,968.97 ,265.59 
2008-10-30,1084.72 ,296.05 
2008-10-31,1113.06 ,308.03 
2008-11-03,1129.08 ,325.56 
2008-11-04,1153.35 ,335.49 
2008-11-05,1181.50 ,340.85 
2008-11-06,1092.22 ,311.96 
2008-11-07,1134.49 ,325.54 
2008-11-10,1152.46 ,332.17 
2008-11-11,1128.73 ,325.74 
2008-11-12,1123.86 ,323.24 
2008-11-13,1088.44 ,311.55 
2008-11-14,1088.26 ,317.45 
2008-11-17,1078.32 ,314.98 
2008-11-18,1036.16 ,305.26 
2008-11-19,1016.82 ,297.41 
2008-11-20,948.69 ,273.06 
2008-11-21,1003.73 ,290.12 
2008-11-24,970.14 ,284.50 
2008-11-25,983.32 ,287.39 
2008-11-26,1029.78 ,295.51 
2008-11-27,1063.48 ,304.36 
2008-11-28,1076.07 ,307.48 
2008-12-01,1058.62 ,308.20 
2008-12-02,1023.20 ,299.58 
2008-12-03,1022.67 ,301.44 
2008-12-04,1006.54 ,298.92 
2008-12-05,1028.13 ,302.16 
2008-12-08,1105.05 ,316.71 
2008-12-09,1105.84 ,318.25 
2008-12-10,1145.87 ,324.15 
2008-12-11,1154.43 ,328.49 
2008-12-12,1103.82 ,320.07 
2008-12-15,1158.19 ,335.15 
2008-12-16,1161.56 ,337.85 
2008-12-17,1169.75 ,338.83 
2008-12-18,1175.91 ,340.30 
2008-12-19,1180.97 ,342.45 
2008-12-22,1179.61 ,346.04 
2008-12-23,1144.31 ,338.76 
2008-12-24,1128.51 ,333.73 
2008-12-26,1117.86 ,332.26 
2008-12-29,1117.59 ,329.18 
2008-12-30,1124.47 ,332.05 
2008-12-31,,
2009-01-02,1157.40 ,339.76 
2009-01-05,1173.57 ,342.77 
2009-01-06,1194.28 ,348.41 
2009-01-07,1228.17 ,356.13 
2009-01-08,1205.70 ,356.52 
2009-01-09,1180.96 ,358.48 
2009-01-12,1156.75 ,351.35 
2009-01-13,1167.71 ,355.13 
2009-01-14,1182.68 ,364.63 
2009-01-15,1111.34 ,343.35 
2009-01-16,1135.20 ,354.60 
2009-01-19,1150.65 ,363.13 
